prompt,link
"I asked Midjourney it would look like if a bunch of companies had their own pair of Nike Jordans. 

Here are the results, the amazon ones are absolute",https://twitter.com/AIwithKieran/status/1701710605927747639
"More playing with the new -camera parameter in 

. 

I’d tested the new camera controls on this MidJourney image and pulled them into one video to show them all in action. 

All of these were /animate generations with motion at 2 and 24 FPS. 

Really impressive!",https://twitter.com/madaro_art/status/1701697886675702031
"Mid-week feels. 
Check out this guy's ROAR at https://youtu.be/2nYywHlrtkI?twclid=241iw5n02op8sdnee5034qcspr",https://twitter.com/TheWildWindowYT/status/1694389214031302840/photo/1
Good Morning X,https://twitter.com/AiDeiTies/status/1701963713371099197
"Good morning, X.

Did you sleep well?",https://twitter.com/Tazibao22/status/1701825464480702543
"Good night with a prompt.

I just love that Midjourney creates an ambiance with given tokens. This prompt describes the main elements and lets Midjourney decide the mood and make the whole composition.

Hope you enjoy, because this is one of those with high personal satisfaction… Show more",https://twitter.com/the_aeye/status/1701727251450953891
"Sorry for lack of posts or challenge responses this weekend, had a busy one.
Also hoping we get some new toys from  MJ soon.
I bid you all goodnight for now.
(Prompt in ALT)",https://twitter.com/OrctonAI/status/1701014020852265280
"camera movements are here, and my heart couldn't be happier 

both 

 and 

 have done an incredible job, and I love the different aesthethics that give me the option to fuse both into my videos perfectly  

ref. image as always by midjourney",https://twitter.com/juliewdesign_/status/1701701958548263198
"Midjourney cracks me up  

Presenting my white house cat or as MJ rendered it: my White House cat.",https://twitter.com/JourneyWithMeAI/status/1701327834117984496
"Good morning!

This is ""estrangement"".",https://twitter.com/Tazibao22/status/1701465317375983866
“My Midjourney therapist says I need to work on my 'calm nonthreatening face.’”,https://twitter.com/AIEXODUS/status/1701949681511673923
"Pieces of you, breaking away.",https://twitter.com/Caelitus_/status/1700949141134700921
"torture

 |",https://twitter.com/aest_artificial/status/1700894399587307952
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1701239018346745920
Something tells me those chains aren't going to be keeping her in place for too much longer.,https://twitter.com/Caelitus_/status/1701252114737934355
Good morning!,https://twitter.com/DeRosaDesigns/status/1701562066673324386
Sunday cupcakes,https://twitter.com/sharonmawbry/status/1698343745970643256
