prompt,link
"Breaking: OpenAI just announced that their new AI image generator, DALL-E 3 will drop in October!

1. You can use it directly inside ChatGPT

2. It can create much better images of text than Midjourney

3. You can use the images commercially

Check out this video shared by",https://twitter.com/chaseleantj/status/1704664236180611575
RIP midjourney,https://twitter.com/0xgaut/status/1704563598293414343
"Every morning I brainwash myself...

I listen to motivational YouTube until my hustle flip gets switched. 

Some days it takes:

- 10 Minutes
- 30 Minutes
- 60 Minutes
- 69 Minutes

Not the sexiest morning routine but I have to do it or my days suck.

What do you do in the AM to… Show more",https://twitter.com/lukematthws/status/1666410440451305473/analytics
"Created a Star Wars concept film using Pika Labs and Midjourney in just a few hours. It's wild how easy it is to animate the scene using these tools.

-Curious_Refuge",https://twitter.com/The_DailyAi/status/1704468700085235917
Working with Midjourney,https://twitter.com/OdedRechavi/status/1704499812677071359
"Midjourney Tokens -- Agriculture 

Back again! All prompts are just the term, no --seed.

1. Agriculture

The art and science of cultivating the soil, growing crops and raising livestock.",https://twitter.com/MagikChance/status/1704664959429574949
"Hey friends, here is a Star Wars-Themed AI Movie Trailer. We hope you enjoy it! 

We created a tutorial that teaches you how to get the most cinematic shots possible from PikaLabs just like these. Check it out on our youtube channel!",https://twitter.com/CuriousRefuge/status/1704209182839250945
"Imagine upscaling to 3D, zooming the camera around, and dragging to change your angle and perspective.

Midjourney 3D is going to be wild.",https://twitter.com/nickfloats/status/1702721761790357733
"OpenAI is introducing DALL•E 3, which will also be available in Chatgpt Plus.

DALL-E 3 will help translate your nuanced prompts into more accurate, and detailed images.

Midjourney now got real competition

This is now possible:",https://twitter.com/goaimode/status/1704604673544421652
"Another ""from above VS from below"" try. ;P
This time even with camera angle changes, the details of characters are great. I like them.",https://twitter.com/posorom/status/1703960943120560306
"Custom Zoom 

It lets you adjust the aspect ratio of any image you generate in Midjourney.",https://twitter.com/nickfloats/status/1704620033882591572
"I think DALL·E 3 is not just a stance against MidJourney. It's actually a sneak peak of the upcoming, epic battle of massively multimodal LLMs, against DeepMind Gemini.

Quote: ""DALL·E 3 is built natively on ChatGPT"". This is the key phrase.

DALL·E 3's extraordinary language… Show more",https://twitter.com/DrJimFan/status/1704553166610825695
Midjourney needs to get out of Discord ASAP,https://twitter.com/nickfloats/status/1704566103307932024
The Warner Bros. Discovery CEO has a big salary and a big task at the parent company for CNN and Max: turning around a media giant saddled with high debt and multiple challenges,https://twitter.com/barronsonline/status/1699417044712661437/analytics
"I asked Midjourney it would look like if a bunch of companies had their own pair of Nike Jordans. 

Here are the results, the amazon ones are absolute",https://twitter.com/AIwithKieran/status/1701710605927747639
"""Don't try anything behind my back.""",https://twitter.com/Caelitus_/status/1704651088991838654
Is Midjourney too realistic?,https://twitter.com/AIEXODUS/status/1703962456987509021
makes these top 10 actors imagined as women. Which one is your favorite?,https://twitter.com/PDXFato/status/1704609696148332723
"I asked MidJourney to generate a picture showing a group of cyber security professionals ... 

but when I saw the last picture, I was really creeped out",https://twitter.com/cyb3rops/status/1704478406757294175
"PROCESS FLOW - FASHION USING MIDJOURNEY + STABLE DIFFUSION + PHOTOSHOP

I went from the starting image (left) to the finished image (right) using Midjourney, Stable Diffusion, and Photoshop! 

----------------------

STEP 1: CREATE THE IMAGE IN MIDJOURNEY
""Woman in a camo… Show more",https://twitter.com/ai_artworkgen/status/1702358871975563319
"The things that go bump in the night …

 +  + Davinci Resolve",https://twitter.com/LiveBetween2B/status/1704593200193696167
"“The ocean stirs the heart, inspires the imagination and brings eternal joy to the soul.”
~ Robert Wyland

Made with Midjourney, Runway and Canva",https://twitter.com/DailyArtTrends/status/1704225877783986452
"Illusions in Midjourney Tutorial:

A simple process to make Illusions in Midjourney.

Please feel free to share your image below or tag me if you try it. Would love to see what you can make.",https://twitter.com/Nerbts/status/1704263197694505292
"THE BLACK MATTE COLLECTION 
 Made with the highest quality materials & sold at the lowest sustainable markup possible.",https://twitter.com/ThursdayBootCo/status/1629252725799100416/analytics
Midjourney is really out of this world!,https://twitter.com/Dreamswillbreal/status/1701709799602475411
Good night occult,https://twitter.com/ai_mutants/status/1704568491884327018
"How to implement Midjourney's Zoom-Out into your workflow

ZoomOut is a feature I use in most of my images. In this post, I'll cover the different use cases in my workflow and the value it brings to improving your compositions!

 Changing Aspect Ratio:

ZoomOut is the… Show more",https://twitter.com/iamneubert/status/1704159002446209387
"Change the perspective with Midjourney's 

""pan"" & ""make square"" command",https://twitter.com/explorersofai/status/1704516493692842199
"LIGHTING IN MIDJOURNEY 

- Low-Light Photography
- Twilight Photography
- Golden Hour Photography
- Blue Hour Photography
- Studio Photography
- Daylight Photography
- Natural Light
- Neon Light

Note: As with everything related to AI, they may not work. It really depends on your… Show more",https://twitter.com/ciguleva/status/1704616084551434407
"Alert! 
Time to strike a chord with our newest theme: ""Musical Note"" (音符). Let the rhythm of creativity flow as you generate art that resonates with the essence of music.  
Theme provided by",https://twitter.com/AI_ArtPrompts/status/1701720812233916718
Embracing the magic of Midjourney art.,https://twitter.com/fenlandcrafts/status/1702277083966116169
Posting illustrations like this on Friendtech!,https://twitter.com/saborimakuri1/status/1704630459161055237
"The supercomputer “will employ 10,000 Nvidia H100 GPUs and is more powerful than the world’s third highest-performing supercomputer,” noted the analyst.",https://twitter.com/barronsonline/status/1699415412486635992/analytics
Cubed: volcanic rock ...,https://twitter.com/formblu/status/1704564759520039313
"""8 faces of Niji - a prompt in different styles """,https://twitter.com/KIAI4RT/status/1704417828554645508
