prompt,link
"Created a Star Wars concept film using Pika Labs and Midjourney in just a few hours. It's wild how easy it is to animate the scene using these tools.

-Curious_Refuge",https://twitter.com/The_DailyAi/status/1704468700085235917
"ChatGPT, Midjourney, and PowerPoint are in big trouble.

Gamma just unveiled it's mind-blowing generative AI.

It's the ultimate fusion of ChatGPT, Midjourney, and PowerPoint.

Here's how to use it:",https://twitter.com/hasantoxr/status/1703016405149581539
One day boys!! One day,https://twitter.com/CryptoGiggle/status/1702004714206847470/photo/1
"100% AI-Generated. About to record a new tutorial about pulling maximum quality from 

. Their recent improvements have been an absolute game-changer for AI filmmakers.",https://twitter.com/CuriousRefuge/status/1702076158421225957
"Imagine upscaling to 3D, zooming the camera around, and dragging to change your angle and perspective.

Midjourney 3D is going to be wild.",https://twitter.com/nickfloats/status/1702721761790357733
「RainbowDrop」,https://twitter.com/tsukuyomi2021/status/1704831591288094914
"I don't want to have to choose between ChatGPT and  after  is released!

So... How about both?

Introducing: ChatJourney!",https://twitter.com/doganuraldesign/status/1704593070086361216
"Bye bye Midjourney.

Will be interesting to see if they release a video aspect to this also",https://twitter.com/RedeemedRinger/status/1704868675470209330
"Here's why DALLE 3, once deployed, will improve at a faster rate than MidJourney:

1. Multi-turn dialogue is an excellent UI to collect human feedback. People will explain what's wrong with the generated image in free-form language, giving very fine-grained annotations for each… Show more",https://twitter.com/DrJimFan/status/1704904941784158663
"Good Morning!  

A little experiment in  to kickstart the day.",https://twitter.com/carazanbrands/status/1704762201880293494
"30 AI tools that can replace your team of 17 people:

1. Research

- ChatGPT
- Perplexity

2. Image

- Leap AI
- Segmind
- Midjourney

3. CopyWriting

- Rytr
- AdCopy
- Copy AI

4. Writing

- Jasper
- Writesonic
- Hemingway

5. Website

- 10Web
- Style AI

6. Video

- Klap
-… Show more",https://twitter.com/HeyAbhishekk/status/1701828782192234602
Don't you dare to give up!!,https://twitter.com/matifrackowiak/status/1704530356240855506
Good night Fam,https://twitter.com/CadizFFM/status/1704957578953007144
Waiting for Friday to arrive.,https://twitter.com/Caelitus_/status/1704903410758082835
Where we at today m8?,https://twitter.com/CryptoGiggle/status/1698575618886230291/photo/1
Autumn rose,https://twitter.com/aicandyaday/status/1704724338258117019
"Hey friends, here is a Star Wars-Themed AI Movie Trailer. We hope you enjoy it! 

We created a tutorial that teaches you how to get the most cinematic shots possible from PikaLabs just like these. Check it out on our youtube channel!",https://twitter.com/CuriousRefuge/status/1704209182839250945
Just practising,https://twitter.com/ciguleva/status/1704677120000381316
"midjourney made millions of dollars using the most complex app, with the absolute highest barrier to entry as their interface lol

what does that tell us? i don't know. maybe some things don't matter as much as we think they do",https://twitter.com/peduarte/status/1704804238050710005
"midjourney Vs dall-e 3 

dall-3 really is far superior",https://twitter.com/pranjalsoni_/status/1704565930104103023
"Rip midjourney.

DALL-E 3 is the future.

Image generation inside ChatGPT. Can't believe its actually happening",https://twitter.com/iam_chonchol/status/1704802991197327502
Hello,https://twitter.com/cap_booya73/status/1704901333952675887
"[tranquillity]

images generated in midjourney and videos generated with",https://twitter.com/juliewdesign_/status/1702424767553585516
"Commission  

[RETWEETS ARE VERY APPRECIATED]
.
.
.
.",https://twitter.com/AgencyNexta/status/1704956058350072139
Oh wagieeeee,https://twitter.com/CryptoGiggle/status/1704002377173647655/photo/1
"- 𝗩𝗜𝗦𝗨𝗔𝗟 𝗗𝗜𝗔𝗥𝗬𝟭
Using a shallow dof on the artificial lens and angled side lighting, casting deep shadows to focus the attention on the face.",https://twitter.com/tristandgrey/status/1704918419764883705
"OpenAI just announced DALL-E 3, their new AI image generator.

But will it replace Midjourney?

I think it all comes down to 2 things:

1. How good is ChatGPT at understanding the user and writing prompts for Dall-E?

2. How good will Midjourney version 6 be?

Here's why.… Show more",https://twitter.com/chaseleantj/status/1704824456953426130
"PROMPT CHALLENGE 15 #: Needle felted

Prompt : [ concept  or character ], [portrait] needle felted --ar 4:5 --v 5.2

You can try —v 5.2 alone 

 Inviting all AI artists.",https://twitter.com/Ashokkumarpndy/status/1701571912789573751
Scout,https://twitter.com/Magicianug/status/1704261361667379502
"How can you question the power of Midjourney when you see images like these?

I would even wear this on a T-shirt and I don’t even like bisons

Just imagine what a bison lover thinks about this

Earning potential everywhere

Got another paycheck a few days ago 

Check comment",https://twitter.com/ItsAivik/status/1704522563211141367
