prompt,link
"GM friends!

Kicking off an exciting new series made with Midjourney.

Crafting these 350+ images has been a magical creative journey.

Thank you for all the likes & support so far.

Your encouragement inspires me to keep creating.

Have a beautiful day!",https://twitter.com/dark3web1/status/1704012446896136318
Fall landscape,https://twitter.com/sharonmawbry/status/1704037922406576288
One day boys!! One day,https://twitter.com/CryptoGiggle/status/1702004714206847470/photo/1
Is Midjourney too realistic?,https://twitter.com/AIEXODUS/status/1703962456987509021
"If you're not using AI, you're falling behind.",https://twitter.com/AIToolReport/status/1703791235847311457/analytics
Transparency is a lifestyle.,https://twitter.com/yasirbugra/status/1700901520965771396
"Imagine upscaling to 3D, zooming the camera around, and dragging to change your angle and perspective.

Midjourney 3D is going to be wild.",https://twitter.com/nickfloats/status/1702721761790357733
"""John Wick fights for his Freedom"" - made in 1 hour with Pika, Splash Pro Music, midjourney, D-ID, sound effects from Pixabay, and CapCut - VOLUME UP",https://twitter.com/bennash/status/1703050907603153017
"CONTROL THE COMPOSITION IN MIDJOURNEY WITH CAMERA ANGLES

When I need a specific composition, I often use the following tokens:

- Macro
- Close-up
- Wide Angle
- Diagonal Angle
- Aerial
- High Angle
- Low Angle
- Oblique Angle

These techniques are derived from photography and… Show more",https://twitter.com/ciguleva/status/1702556469336612909
Goodnight ! Dreaming of a swift release of  —v 5.3,https://twitter.com/DeRosaDesigns/status/1703952665154142488
Pool fun,https://twitter.com/KIAI4RT/status/1704112420598264010
Spade,https://twitter.com/Magicianug/status/1701596647615316417
Rise and shine with morning stretching! Wondering why it's so important? Let's dive in!,https://twitter.com/whatAmovement_/status/1676539101795741696/analytics
Angels of this world,https://twitter.com/EvropaXIV/status/1703896737327317464
Digitalart painting By Chan Park,https://twitter.com/AI_Corea/status/1704028379895214556
"30 AI tools that can replace your team of 17 people:

1. Research

- ChatGPT
- Perplexity

2. Image

- Leap AI
- Segmind
- Midjourney

3. CopyWriting

- Rytr
- AdCopy
- Copy AI

4. Writing

- Jasper
- Writesonic
- Hemingway

5. Website

- 10Web
- Style AI

6. Video

- Klap
-… Show more",https://twitter.com/HeyAbhishekk/status/1701828782192234602
Summon,https://twitter.com/Magicianug/status/1701189672280752438
"Have a super nice weekend everybody 
Lara calm before the storm 
Lara right before the jump",https://twitter.com/cap_booya73/status/1702950870739001711
Digitalart painting By Chan Park,https://twitter.com/AI_Corea/status/1704028563144392798
"Introductory course on using Midjourney for subscribers only.

Don’t hesitate to subscribe ($3)

Click for full screen",https://twitter.com/dvorahfr/status/1703767680329670697
"Midjourney is the best text-to-image generation tool.

But it has a monthly subscription fee of $20.

Here are 10 Free AI Art Generator you can't afford to miss 

[Bookmark now ]",https://twitter.com/CodeWithNayeem/status/1703726032174674353
"ChatGPT, Midjourney, and PowerPoint are in big trouble.

Gamma just unveiled it's mind-blowing generative AI.

It's the ultimate fusion of ChatGPT, Midjourney, and PowerPoint.

Here's how to use it:",https://twitter.com/hasantoxr/status/1703016405149581539
Flames and Smoke Settling on Gunpowder.,https://twitter.com/RasmalAiArt/status/1703205682529673232
"One pill makes you larger
And one pill makes you small
And the ones that mother gives you
Don't do anything at all",https://twitter.com/maxim_wcg/status/1704100772223365154
"Midjourney and caricatures?...
Well...",https://twitter.com/Psuedoliv1/status/1704079659606974762
"Happy Monday!
Let’s start working.",https://twitter.com/lvntblsn/status/1703734578748269054
Goodnight  Dreaming of a  —v 5.3 release soon.,https://twitter.com/DeRosaDesigns/status/1701772720730435748
"Good afternoon, everybody!

Been messing around with some MEDIEVAL FANTASY stuff and wondered if anyone else had any to share?",https://twitter.com/matterAfactART/status/1703816780542513303
