prompt,link
Transparency is a lifestyle.,https://twitter.com/yasirbugra/status/1700901520965771396
"Imagine upscaling to 3D, zooming the camera around, and dragging to change your angle and perspective.

Midjourney 3D is going to be wild.",https://twitter.com/nickfloats/status/1702721761790357733
One day boys!! One day,https://twitter.com/CryptoGiggle/status/1702004714206847470/photo/1
"The Illustrators MEGAPACK

I studied dozens of illustrators in 
(so you don't have to)

Join me on a mega ride through their styles

Share the love!
Like, Comment, Tag friends ad Retweet!",https://twitter.com/uriraveh/status/1704157833992761726
"Let's get small and create miniature worlds 

It ain't easy being tiny, but someone has to do it. Let's imagine tiny worlds via Midjourney  

Prompt:  Micro tiny sized person next to a macro big sized [Subject], macro photography, beautiful, exaggerated perspective, dynamic… Show more",https://twitter.com/Mr_AllenT/status/1703816732677144619
"Prompt by 

 
Candyland
Good Night",https://twitter.com/sharonmawbry/status/1704193061088059654
"100% AI-Generated. About to record a new tutorial about pulling maximum quality from 

. Their recent improvements have been an absolute game-changer for AI filmmakers.",https://twitter.com/CuriousRefuge/status/1702076158421225957
Cyber Girl,https://twitter.com/ralphlentjes/status/1704064731676573725
"30 AI tools that can replace your team of 17 people:

1. Research

- ChatGPT
- Perplexity

2. Image

- Leap AI
- Segmind
- Midjourney

3. CopyWriting

- Rytr
- AdCopy
- Copy AI

4. Writing

- Jasper
- Writesonic
- Hemingway

5. Website

- 10Web
- Style AI

6. Video

- Klap
-… Show more",https://twitter.com/HeyAbhishekk/status/1701828782192234602
"""John Wick fights for his Freedom"" - made in 1 hour with Pika, Splash Pro Music, midjourney, D-ID, sound effects from Pixabay, and CapCut - VOLUME UP",https://twitter.com/bennash/status/1703050907603153017
The Matrix is real,https://twitter.com/bradlivergood/status/1700967148187689284
"The Dark Knight
    ่ม",https://twitter.com/DauthanhLong/status/1701252381114044423
"Dungeon masters, would you use that map in one of your games? 

Is the Resolution high enough?
Is the perspective OK?
Is the Arstyle appropriate?
Do you prefer with or without a grid?",https://twitter.com/DMJeffChronicle/status/1703874065650389069
