prompt,link
"AI Burger commercial
made this video using images generated in 

 that were animated in 

 and",https://twitter.com/MatanCohenGrumi/status/1695139592607821912
"""Good night"" 

 5 default style",https://twitter.com/voxeloops/status/1698352720573563236
"""I wanted to learn about AI. My referred me to The Deep View. and it's been the best newsletter I've ever subscribed to. 10000% recommend!""

 -DV Reader",https://twitter.com/theDeepView/status/1690296817643311104/analytics
"GM Friends

This year, with Midjourney, I crafted 250 unique ""GM"" images.

Each piece is a chapter of passion, and their stories come alive through animations.

It is part 16",https://twitter.com/dark3web1/status/1698214242367971780
"SDXL Cyberpunks.
Made using Depth StabilityAI controlnet and old MJ images for mask.",https://twitter.com/OrctonAI/status/1697665166832206030
"What is the one thing you need to do to get a full body shot in Midjourney?

I've noticed that most of the images I have generated are partial shots of people. 

When I was trying to get a specific full body shot, I tried different aspect ratios - square, 4:3, 5:7 and even 9:16… Show more",https://twitter.com/prompt_mastery/status/1698304644764627232
"Brushed aluminum takes a fresh form in art.

Prompt: 3D rendered [SUBJECT] made of brushed aluminum, [COLOR(s)] color palette, white background --s 250

Show me your brushed aluminium art in the comments!",https://twitter.com/TheFirstRaph/status/1698394608495935488
"""The Force must be in balance""",https://twitter.com/KIAI4RT/status/1698327476336816459
"If Midjourney had an app.

I focused on 4 core functionalities—

  Changing your settings
  Customizing your prompt with parameters
  Generating an image
  Upscaling an image

Here is a prototype. 

[Screens and brief explanation below]",https://twitter.com/gdwn__/status/1697892136140571086
This Amazon shopping hack is like Prime Day on steroids.,https://twitter.com/karma_shopping/status/1686614362440515584/analytics
In memoriam ⁷,https://twitter.com/HypsenV/status/1698390181546459423
Ready,https://twitter.com/asmrbirdie/status/1698098770280616235
GM! (Midjourney + Pika/Runway + small script + CapCut + olive oil + eggs).,https://twitter.com/javilopen/status/1698258780570468434
"Struggling with MidJourney's inpainting?

Let's change that.

These 10 demos aren't just tutorials; they're your roadmap to mastering the new tools.

They're also fun to watch.",https://twitter.com/ProperPrompter/status/1698076313360167098
"Good morning, Xers!",https://twitter.com/Tazibao22/status/1697485582673310146
"Martian Candy Pop in 

Relaxing a bit with some abstract motifs. I was experimenting with different prompts and mixing them with various weights.

For these, I generated the girl and then used it as an image prompt to create the other two shots.

Prompt  ALT",https://twitter.com/iamneubert/status/1698422392228663584
"Join the Number  AI newsletter. It's FREE for the next 72 hours only.

Subscribe For Free Today!",https://twitter.com/opentoolsai/status/1696759428912128032/analytics
"Good night friends

Midjourney V5.2
Prompt in ALT",https://twitter.com/ai4lunch/status/1698061011603869773
"Reached 400 followers today!  

Each of you inspires me to push the boundaries of AI art even further. Thank you for being a part of this fusion of technology and creativity. 

Excited to share more AI-powered creations with you all.   

Prompt in ALT … Show more",https://twitter.com/lvntblsn/status/1698216188340256772
"Guess the game…

Hint: it’s the opposite of ‘Full Death’.",https://twitter.com/AIEXODUS/status/1698209826260590923
"Midjourney's inpainting was released this week

Users testing the feature have already discovered incredible capabilities. Bookmark for future reference.

Here are 10 amazing discoveries so far:",https://twitter.com/Mr_AllenT/status/1694834651624329376
"AUTUMN - TEASER

Playing with character consistency and video output, with my favorite season as backdrop.

Images:    
Videos: 

Music: Please Calm My Mind -Lesfm, Pixabay 
Edits: CapCut",https://twitter.com/WorldEverett/status/1698388121958629684
Somewhere beyond.,https://twitter.com/nuts88265282/status/1698325247844659706
Some of my creations in Midjourney...,https://twitter.com/sameer4twiter/status/1698363594058961246
"Owl

I used Midjourney Vary (Region) feature + Capcut  for this blinking effect.

I will explain the process in the next post.",https://twitter.com/anukaakash/status/1696179936628007394
Full moon - photo by Midjourney,https://twitter.com/DauthanhLong/status/1698296594398142465
"One of my favorite results I got from , I will leave you a prompt for trying, leave a comment and I can see what you guys get. There is no time limit I will pin this post to profile, just try!",https://twitter.com/aest_artificial/status/1697743563600060882
". AVATA Her name is Sadie.
Avatar's fashion is a way to express the user's real personality and taste and communicate with other users. This influences self-identification and interaction, and forms an individual's identity.",https://twitter.com/minaz_nft/status/1697614869821100504
"Midjourney's NEW ""In-Painting"" feature is a game changer

Creators are already generating some mind blowing arts with it

Here are 12 incredible examples:",https://twitter.com/minchoi/status/1695017066997121314
"8 Powerful AI tools You Should Bookmark:

1. AI YouTube Summaries
— http://eightify.app

2. FREE AI Talking Avatar
— https://bit.ly/3sw1mcK

3. Create on X (aka Twitter)
— http://postwise.ai/?_get=home

4. Professional LinkedIn Headshots
— http://tryleap.ai/?ref=Profile

5. Midjourney… Show more",https://twitter.com/CodeByPoonam/status/1696777019479167360
"Motion sliders are here! Here's a quick comparison of the movement from 

 with new movement sliders vs the old default movement. (top is old, bottom is new)

More directorial controls will unlock a new era of storytelling.

Exciting stuff!!!",https://twitter.com/CuriousRefuge/status/1696964138025759009
A thousand emotions....,https://twitter.com/sameer4twiter/status/1696556856993370202
"The Biggest Goalpost Of Them All

For decades, everyone knew that AIs would never be able to make art as good as humans.

Overnight, one AI, Midjourney, became, in many ways, better than any human.

An AI is now arguably the best artist in the world.

Imagine an artist that can… Show more",https://twitter.com/AISafetyMemes/status/1698291274061603072
"100 AI Tools to Start your Profitable Online Business in 2023:

1. Reseach

- Claude
- ChatGPT
- Perplexity
- Bing Chat

2. Image

- Leap AI
- Bing AI
- Segmind
- Midjourney
- Stable Diffusion

3. CopyWriting

- Rytr
- Copy AI
- Writesonic
- Adcreative AI

4. Writing

- Jasper
-… Show more",https://twitter.com/NFTMuseum0/status/1697461767738474897
In memoriam ⁸,https://twitter.com/HypsenV/status/1698425505819562385
"10 chunky animals created with Midjourney v5.2

Pick your favorite one between pictures 1-10!",https://twitter.com/gigaglimpse/status/1698113541885014056
"Whoah. MidJourney can create an image with camera instructions. This one, highly likely created by a woman. It looks REAL. Omg.

Whatever we're about to see on the news about people and places and things, may not even be real. Finding mummies and artifacts may not be real.",https://twitter.com/CymaticJoule/status/1697670532089381172
Inspired by the series Ahsoka I have created a few Jedi and Sith and am curious if you like them.,https://twitter.com/KIAI4RT/status/1698215745564340507
Mosaic art.,https://twitter.com/LyashkoAi/status/1698292221575909565
"Why pay for ChatGPT and Midjourney.

When ZipZap AI is free and more effective.

ZipZap delivers premium quality for zero cost.

I'll show you how to use it:",https://twitter.com/hasantoxr/status/1696881959538929717
"My wife walked past me me yesterday and asked me ""...what are you doing?"" When she saw my computer. I guess she thought it was weird I was using midjourney to make pictures of mark zuckerberg in a dress?",https://twitter.com/cauchyfriend/status/1696333387659968972
"Snow Storm with  

New grid:
- Main image: 2428x1360, split into 4 images
- All other images: 1214x683",https://twitter.com/ciguleva/status/1695920379674722452
"Midjourney Guide : Unlocking Limitless New Artistic Styles 

 This guide explains the ChatGPT (or any LLM) assisted method to generate innumerable new styles by mixing multiple artist styles.

 Run below template with ChatGPT (or any other LLM) 

 It generates a… Show more",https://twitter.com/umesh_ai/status/1695758931782680780
"MidJourney Inpainting: 15 Exceptional Resources
-  TIP: Bookmark this post, there's A LOT of info 

Creators on X have been using the new feature since launch.

Study these resources from the community & level up your AI art",https://twitter.com/ProperPrompter/status/1695530666035744884
"Where the river meets the canyon, nature creates art.",https://twitter.com/Malzahran2/status/1697301530989256800
"Hey 

Look at this comment for our free-to-play indie game ‘Loop’ 

What would you have replied?",https://twitter.com/gulbrandr1/status/1696067799003865484
business,https://twitter.com/CurArchTrack/status/1695979512369160526
"The different ways in which AI tools can imagine things offer a glimpse into the future of creativity and innovation 

     

(the 2 pic created by 

 )",https://twitter.com/Malzahran2/status/1698034531649909229
"Christopher Nolan's OPPENHEIMER (2023) in the style of Wes Anderson, generated with Midjourney AI",https://twitter.com/maiamindel/status/1698389426794025246
"A while back I asked MidJourney to show me the American War Gods and it was pretty fire. 

Things have gotten dark since I last asked MidJourney to do this",https://twitter.com/barbaricvitalsm/status/1697372676808196519
"“Tiling Timber Tenancy” by Tim Fu.

Join our upcoming AI workshop, “Midjourney Architecture 4.0” which will focus on developing technical and practical skill sets in using AI for architecture. This workshop will be led by renowned architectural designer Tim Fu, on September 23 –… Show more",https://twitter.com/parametricarch/status/1697147886297923867
"Urban Pulse: Day 05 
The Subway

 Unlocked with  v5.2",https://twitter.com/doganuraldesign/status/1697746937452122271
"Tiny Midjourney Prompt [25/45]

ARTIST: DAN FALVIN 

PROMPT: Dan flavin, geometry.

- With just three words in a prompt and the results are absolutely mind-blowing.

- Click on image for an enhanced viewing experience.

- Share your beautiful and minimalist creations by… Show more",https://twitter.com/IdreesAlamm/status/1697842127131336856
Who wants to play with me some volleyball?,https://twitter.com/AI_Temptation/status/1697537276979351984
"Did you know minimalist ink drawings emphasize simplicity?

Prompt: [SUBJECT], minimalist ink drawing style, vanishing point on white paper

Show me your results in the comments below.",https://twitter.com/TheFirstRaph/status/1698009432473391341
A walk in the park,https://twitter.com/sharonmawbry/status/1697515825509322803
"""This alternative is 10x better than ChatGPT and can be used anywhere.""

Here's how to use it, literally on any app or website:",https://twitter.com/LeoYe_AI/status/1698314433821650984/analytics
Good night!,https://twitter.com/sharonmawbry/status/1695504933120827891
There is only one way... the way of the warrior,https://twitter.com/matifrackowiak/status/1698381339035324882
holi hurricane ( with midjourney ),https://twitter.com/feel_rave/status/1696724792408248658
Good Morning! Enjoy the last days of summer!,https://twitter.com/sharonmawbry/status/1696780938368127011
"Multicolor-verse of Madness.  

(prompt courtesy of 

)",https://twitter.com/foxtrotfrog/status/1697520750582964700
Batcave ²,https://twitter.com/HypsenV/status/1697756647353893309
"Grotesque Reverie: A Story

Abstract forms of humanity challenge the conventional. 

Delve into a surreal journey that questions perception, identity, and the profound intricacies of the human spirit.",https://twitter.com/Creative7Den/status/1698408057623994427
life is so wonderful,https://twitter.com/hrmny_25/status/1697679085546225768
