prompt,link
Celebrating 100 years of Star Wars,https://twitter.com/douggypledger/status/1705180699236413538
"Top AI tools to 10x your productivity.

From ChatGPT, Notion AI to Midjourney!",https://twitter.com/Saboo_Shubham_/status/1705795373099290682
"Every morning I brainwash myself...

I listen to motivational YouTube until my hustle flip gets switched. 

Some days it takes:

- 10 Minutes
- 30 Minutes
- 60 Minutes
- 69 Minutes

Not the sexiest morning routine but I have to do it or my days suck.

What do you do in the AM to… Show more",https://twitter.com/lukematthws/status/1666410440451305473/analytics
Good morning Fam,https://twitter.com/CadizFFM/status/1705856405758968096
some more aboriginal dot art,https://twitter.com/tanyavert/status/1705638829900607898
mermaid,https://twitter.com/GAx5jx8Lsq4mBIn/status/1705822117819015169
"Travelers
made with Midjourney and Runway",https://twitter.com/SandyDamb/status/1704961943281230272
Fruit carving,https://twitter.com/sharonmawbry/status/1705879532710900147
5 default style,https://twitter.com/voxeloops/status/1705743465207025870
possessed -trying pika labs with midjourney and capcut -pretty cool effects from pika labs -sound on,https://twitter.com/cnftme2/status/1702440657850093951
"""Even in the heart of the city's twinkling glow, the futuristic supercar remains an epitome of human ingenuity - a vibrant testament to our will to sculpt tomorrow, today.  """,https://twitter.com/cesar20984/status/1705371998887502133
"Good morning Xers, have a great sunday!

The photographer.",https://twitter.com/Tazibao22/status/1705813058348548284
“100 Years of Star Wars” according to Midjourney,https://twitter.com/GwarWorin/status/1705845582823084161
"It still blows my mind that you can build your own AI text and image generation app in ~1 hour 

With no coding background. And no developers.

All you need is the right instruction. Here's a simple course that shows exactly how: http://nocode.mba/ai-projects?twclid=2-2oe9funfbpms49uknxdmy94t8",https://twitter.com/sethjkramer/status/1705252568492851259/analytics
"Create your own comics with Midjourney.

But what style to use?

Yesterday, I shared a few popular comic strip/book styles - words - you can use in your prompts.

Here's an extended version with more styles and variations.

You can guide the prompt further by adding modifiers,… Show more",https://twitter.com/saana_ai/status/1705279841308901444
"Wishing everyone a very Shubh Ganesh Chaturthi. May the Vighnaharta bless you all with his auspicious grace.

Here is a compilation of several artistic techniques to render Shree Ganesha in Midjourney AI by me.

Enjoy.",https://twitter.com/MumukshuSavitri/status/1703827416144322763
"""Crashing Celeste"" A Short Story & Film - By Ben Nash - made with midjourney, Pika, CapCut, Splash Pro Music 

 
 I might have to make Chapter 2?",https://twitter.com/bennash/status/1705012253311828144
"Created a Star Wars concept film using Pika Labs and Midjourney in just a few hours. It's wild how easy it is to animate the scene using these tools.

-Curious_Refuge",https://twitter.com/The_DailyAi/status/1704468700085235917
"BASIC COLOR PALETTES IN MIDJOURNEY

I often use specific colors, but sometimes, especially in the research stage, I use basic color palette tokens:
- Monochromatic
- Warm
- Cool
- Neutral
- Earth-Tone
- Vintage
- Pastel
- Muted

Note: As with everything related to AI, they may… Show more",https://twitter.com/ciguleva/status/1703575095158174140
Angels of this world,https://twitter.com/EvropaXIV/status/1703896737327317464
"CONTROL THE COMPOSITION IN MIDJOURNEY WITH CAMERA ANGLES

When I need a specific composition, I often use the following tokens:

- Macro
- Close-up
- Wide Angle
- Diagonal Angle
- Aerial
- High Angle
- Low Angle
- Oblique Angle

These techniques are derived from photography and… Show more",https://twitter.com/ciguleva/status/1702556469336612909
"The Ultimate Midjourney Cheat Sheet 

When I first started with Midjourney, the

image results never met my expectations.. 

I therefore spent 20+ hours going through their

full documentation and crafted this 

Midjourney Prompt Generator

For 48hrs its 100% FREE!

To get it,… Show more",https://twitter.com/samuraipreneur/status/1705489058636374142
"Imagine upscaling to 3D, zooming the camera around, and dragging to change your angle and perspective.

Midjourney 3D is going to be wild.",https://twitter.com/nickfloats/status/1702721761790357733
"So, I just found this AI art tool, MidJourney, like a few days ago. Honestly, my first thought was, ""Is this just a fancy Etch A Sketch for grown-ups?"" But here comes the John Fetterman drama, and bam, lightbulb moment. I whip up this ""Casual Presidents"" piece, throw it on X, and… Show more",https://twitter.com/stepfaniex/status/1705445121540710894
Flowers for you !,https://twitter.com/sharonmawbry/status/1704463405417943544
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1705599976913678662
"Working with Midjourney 
https://twitter.com/KhoaVuUmn/status/1693284849442754625/video/1…",https://twitter.com/OdedRechavi/status/1704499812677071359
Witch,https://twitter.com/Hakumei_Usurai/status/1705836096469483551
"THE METAMORPHOSIS

Modern adaptation of ""The Metamorphosis"" by Franz Kafka.  

Created using generative AI tools: RunwayML Gen-2, ZeroScope, SDXL, MidJourney, Bark, ElevenLabs, Coqui, wav2lip. 

Some thoughts and musings",https://twitter.com/rainisto/status/1703780912436056150
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1705710633369665725
It’s late and getting dark,https://twitter.com/AiDeiTies/status/1702460879495733479
"Dalle 3 vs. Midjourney Comparision

A couple of things first.

1. Dalle 3 is NOT yet available for the public - it will be released in October for ChatGPT Plus and Enterprise users.

2. I do not have early access. I have gathered this info from various sources.

3. This analysis… Show more",https://twitter.com/saana_ai/status/1705339073936884219
Test with Style (Manga / Comic drawing) and color change,https://twitter.com/KIAI4RT/status/1705631164029935882
"& Doctor Moreau present:

The Dachshund Chameleon (close-up)",https://twitter.com/daichshunds/status/1703933171103060281
"Turtle Pop-Up Challenge was a hit, here are some more Dope turtles",https://twitter.com/AiDeiTies/status/1705705055007981655
"Four printmaking techniques to add to your toolbox for Midjourney.

These generate fairly similar styles, but one might work better than another based on your subject and preferences.

Risograph
Screen printing
Letterpress
Lithography (also try litho, lithographic)

For these… Show more",https://twitter.com/saana_ai/status/1704352838326132784
"Morning, everybody!

Happy Friday! Does anyone else have any PRETTY LADIES to share?",https://twitter.com/matterAfactART/status/1705231576588501191
"Dungeon masters, would you use that map in one of your games? 

Is the Resolution high enough?
Is the perspective OK?
Is the Arstyle appropriate?
Do you prefer with or without a grid?",https://twitter.com/DMJeffChronicle/status/1703874065650389069
"My favorite pic of the day!
how can midjourney be impressive. So accurate",https://twitter.com/iamterzini/status/1705292378498625581
"The Estate

Within the forest stands a grand old castle, now home to a mysterious stranger. Whispers course through the neighbouring town, as curious townsfolk trade stories of the enigma housed within the castle walls...",https://twitter.com/AethericaArt/status/1705672589962600905
"I started learning 3d modeling  in 2022 April and since from I made this .
Midjourney Image",https://twitter.com/MarcoAlexe/status/1705684317958008852
World if midjourney provided their official API:,https://twitter.com/pranjalsoni_/status/1704567807235571803
A Samurais Pledge,https://twitter.com/RedsNotAnArtist/status/1705730013201375514
What's Up? Happy friday friends,https://twitter.com/cap_booya73/status/1702578362458239273
"Breaking News

OpenAI releases DALL-E 3 

Midjourney has got competition now. 

 A thread",https://twitter.com/LinusEkenstam/status/1704548965880885335
"""Hello there. What's your name?""",https://twitter.com/Caelitus_/status/1703197345796538596
Hello,https://twitter.com/cap_booya73/status/1704901333952675887
Howard Phillips Lovecraft,https://twitter.com/AbelTiffauge/status/1704906967494652166
Gone surfing   Not really but sounds fun!,https://twitter.com/jinx_aiart/status/1703509016398209491
Azathoth the Watcher,https://twitter.com/TArbalest/status/1705189237761466390
"The best way to learn about AI is to build real projects with it.

When you build, you learn what’s valuable and what’s not. 

With no-code tools like Bubble, you can build a real working AI app (like a chatbot or image generation app).

Learn how: http://nocode.mba/ai-projects?twclid=2-43zcac4vyb8zs4i9rehq99vzg",https://twitter.com/sethjkramer/status/1669193001187278848/analytics
"COLOUR COMBOS

Using the correct combination of colours in Midjourney can be very powerful. Here are some of my favourite palettes and examples of results they can produce.

 Let's dive in with a few examples!",https://twitter.com/ai_artworkgen/status/1705625640085442831
"Breaking: OpenAI just announced that their new AI image generator, DALL-E 3 will drop in October!

1. You can use it directly inside ChatGPT

2. It can create much better images of text than Midjourney

3. You can use the images commercially

Check out this video shared by",https://twitter.com/chaseleantj/status/1704664236180611575
"Darth Vader

Some R&B Pop Zoom vibes

   Runway",https://twitter.com/willondo/status/1705894343859720525
"Some art explorations for Lunch Break by 

 – one of my fav albums of all time 

// made using midjourney & photoshop.",https://twitter.com/smeeetwt/status/1704509224095551619
I'm ready to break into the weekend with some mayhem!! How about you?,https://twitter.com/Caelitus_/status/1705347514096832884
Hackers,https://twitter.com/ENSandAIArt/status/1702496833753456665
