prompt,link
"ChatGPT, Midjourney, and PowerPoint are in big trouble.

Gamma just unveiled it's mind-blowing generative AI.

It's the ultimate fusion of ChatGPT, Midjourney, and PowerPoint.

Here's how to use it:",https://twitter.com/hasantoxr/status/1703016405149581539
"Created a Star Wars concept film using Pika Labs and Midjourney in just a few hours. It's wild how easy it is to animate the scene using these tools.

-Curious_Refuge",https://twitter.com/The_DailyAi/status/1704468700085235917
One day boys!! One day,https://twitter.com/CryptoGiggle/status/1702004714206847470/photo/1
"The biggest advantage of DALL-E 3 over Midjourney:

It can follow the instructions inside the prompt much more closely.

Look closely at this image made by DALL-E 3. It contains everything inside the prompt.

This will be massive for product design, storytelling and so much more.",https://twitter.com/chaseleantj/status/1704689168004387197
"DALL·E 3 is a game-changer. 

The images are crazy good, and it looks like it can reliably generate high-quality images with words on them.

Midjourney has been well and truly put on notice.

Here are 10 mind-blowing examples: 

[Bookmark to refer back to later]",https://twitter.com/sebo_gm/status/1704659188960616647
"Midjourney Tokens -- Agriculture 

Back again! All prompts are just the term, no --seed.

1. Agriculture

The art and science of cultivating the soil, growing crops and raising livestock.",https://twitter.com/MagikChance/status/1704664959429574949
"Breaking News

OpenAI releases DALL-E 3 

Midjourney has got competition now. 

 A thread",https://twitter.com/DanishKhanbx/status/1704785502409506945
Lord Commander...,https://twitter.com/EhteshamHayat/status/1704236010786451817
Working with Midjourney,https://twitter.com/OdedRechavi/status/1704499812677071359
"""The biker"" 

Love those earrings.",https://twitter.com/Tazibao22/status/1704176948631466335
Survey,https://twitter.com/lemncake/status/1704635493634163074
"Solace in ink and coffee, as the world outside crumbles.",https://twitter.com/koldo2k/status/1704742281918435531
"""Rogue""",https://twitter.com/KIAI4RT/status/1704749914595406022
makes these top 10 actors imagined as women. Which one is your favorite?,https://twitter.com/PDXFato/status/1704609696148332723
"The coins 

Experimenting with midjourney for generating the environment, and surprisingly it was really fun.",https://twitter.com/kira0s/status/1703465328905453848
"""Summer rain""",https://twitter.com/KIAI4RT/status/1703686865105080534
"PROCESS FLOW - FASHION USING MIDJOURNEY + STABLE DIFFUSION + PHOTOSHOP

I went from the starting image (left) to the finished image (right) using Midjourney, Stable Diffusion, and Photoshop! 

----------------------

STEP 1: CREATE THE IMAGE IN MIDJOURNEY
""Woman in a camo… Show more",https://twitter.com/ai_artworkgen/status/1702358871975563319
Just practising,https://twitter.com/ciguleva/status/1704677120000381316
"100% AI-Generated. About to record a new tutorial about pulling maximum quality from 

. Their recent improvements have been an absolute game-changer for AI filmmakers.",https://twitter.com/CuriousRefuge/status/1702076158421225957
"[tranquillity]

images generated in midjourney and videos generated with",https://twitter.com/juliewdesign_/status/1702424767553585516
Guardian Of The Universe,https://twitter.com/RedsNotAnArtist/status/1704651218537136556
6am Morning Routine in NYC | Relaxing and Productive,https://twitter.com/GanJingWorld/status/1690702239193575424/analytics
"Performance Time
.
ai art - Synthography
made with midjourney
minor edits in photoshop
.",https://twitter.com/NOBYZONEai/status/1704773452467466746
- Smile! It's Almost Friday!,https://twitter.com/ai_altdims/status/1704767419078836319
"A calm coffee, a colliding cosmos.",https://twitter.com/koldo2k/status/1701499759419117936
Midjourney is really out of this world!,https://twitter.com/Dreamswillbreal/status/1701709799602475411
"""An illustration of a human heart made of translucent glass, standing on a pedestal amidst a stormy sea. Rays of sunlight pierce the clouds, illuminating the heart, revealing a tiny universe within.""

DALL•E 3 (top)
Midjourney (bottom)",https://twitter.com/nickfloats/status/1704592763864694888
"""Don't try anything behind my back.""",https://twitter.com/Caelitus_/status/1704651088991838654
"The 5 most powerful AI apps to help you automate tasks on mobile:

[bookmark this post for later]

Bing AI Image

Bing currently has the best AI image-generator experience on mobile.

(Midjourney and DALL•E don't yet have mobile apps)

1. Download the Bing app on your phone
2.… Show more",https://twitter.com/aisolopreneur/status/1704584080606838943
1 Hour to 1 Minute - Midjourney/Paint 3d/Photoshop. More Art streams this week + ALPHAcast episode 2 tomorrow! <33,https://twitter.com/Kaiotei_/status/1704723649045913855
"We spend all week researching the top AI tools so you don't have to...

Get insights, tools, and news for free when you join our community of 40,000+ readers.",https://twitter.com/theDeepView/status/1693209510364828096/analytics
I’ve been paying for midjourney since it started but with the latest ChatGPT update that’s about to change.,https://twitter.com/ChrisCoffeeEth/status/1704594262036189414
Insect aliens,https://twitter.com/AiDeiTies/status/1704276904608415767
"Breaking News

OpenAI releases DALL-E 3 

Midjourney has got competition now. 

 A thread",https://twitter.com/LinusEkenstam/status/1704548965880885335
Air Strike!,https://twitter.com/ai_altdims/status/1702417517367423176
"Bubbly Friends

Can you imagine an undersea world where your friends are all bubbly talking sea creatures?",https://twitter.com/Caelitus_/status/1703463922206969961
"Illusions in Midjourney Tutorial:

A simple process to make Illusions in Midjourney.

Please feel free to share your image below or tag me if you try it. Would love to see what you can make.",https://twitter.com/Nerbts/status/1704263197694505292
"I may be (very) wrong, but my color corrections give it an analog vibe. Like using expired film.",https://twitter.com/mberndtgen/status/1704617937150054833
lost in a field of dreams,https://twitter.com/beholdersai/status/1704596317404553562
"""My boss thinks I'm an AI genius, (I'm not) it's because I read The Deep View (and he has no idea it exists.)"" 
-Deep View Reader",https://twitter.com/theDeepView/status/1701146135904338118/analytics
"Hey friends, here is a Star Wars-Themed AI Movie Trailer. We hope you enjoy it! 

We created a tutorial that teaches you how to get the most cinematic shots possible from PikaLabs just like these. Check it out on our youtube channel!",https://twitter.com/CuriousRefuge/status/1704209182839250945
The Endless Painting,https://twitter.com/benjaminbardou/status/1702046853200581045
"Images generated on Midjourney.

Maybe it's not art, but it's a fun creation to honor Pepito !",https://twitter.com/panthia0808/status/1703824253248770124
"Drop something green from your gallery

Hidden rainforest Mandirs - explorations in Midjourney AI",https://twitter.com/MumukshuSavitri/status/1704681139880005713
"Wilderness: Day 02
Lake Camping

 Unlocked with  v5.2",https://twitter.com/doganuraldesign/status/1704619939317895193
"Dungeon masters, would you use that map in one of your games? 

Is the Resolution high enough?
Is the perspective OK?
Is the Arstyle appropriate?
Do you prefer with or without a grid?",https://twitter.com/DMJeffChronicle/status/1703874065650389069
"Four printmaking techniques to add to your toolbox for Midjourney.

These generate fairly similar styles, but one might work better than another based on your subject and preferences.

Risograph
Screen printing
Letterpress
Lithography (also try litho, lithographic)

For these… Show more",https://twitter.com/saana_ai/status/1704352838326132784
"Seeking inspiration for your website's landing page? 

You'll definitely want to try this Midjourney prompt:

modern UI UX [topic] website landing page design, [color]

The secret to the prompt is the color scheme.

The color is extremely important because it can completely… Show more",https://twitter.com/chaseleantj/status/1704469325774770300
"Top 15 AI tools to start your online business in 2023:

1. Website

- Landing site
- 10Web
-Hocoos

2. Blogs

- Writesonic
- Copy AI
-Reword

3. SEO

- SurferSEO
- SEO AI
- RankIQ

4. Image

-MidJourney
- Lexica
- Leonard

5. Video

- Synthesia
- Veed
- Flexclip",https://twitter.com/aizumertweets/status/1702941057493959167
"Some art explorations for Lunch Break by 

 – one of my fav albums of all time 

// made using midjourney & photoshop.",https://twitter.com/smeeetwt/status/1704509224095551619
"I’ve been gone, and got bit by this thing. Real story. Looked exactly like this.",https://twitter.com/AiDeiTies/status/1704246527965733316
Stop Daydreaming & Get Back To Work!!,https://twitter.com/ai_altdims/status/1704103043208237179
Autumn rose,https://twitter.com/aicandyaday/status/1704724338258117019
"midjourney Vs dall-e 3 

dall-3 really is far superior",https://twitter.com/pranjalsoni_/status/1704565930104103023
"Playing around with Adobe Express Grids!

Combining Midjourney and Pika Labs can help you express stories and ideas in a really creative way.

Could we see full blown movies made solely with AI in the future?",https://twitter.com/OnwardsProject/status/1704759868329185584
Brothers of destruction,https://twitter.com/destinykrainbow/status/1704787299224125782
"Large bipedal robots are deployed in this fierce battlefield. Tireless, they follow orders and continue to defeat the enemy until they themselves are destroyed.",https://twitter.com/AIrisPixels/status/1704786578311442684
Hyperrealism,https://twitter.com/Lazytur06617218/status/1704547253204205892
"The adventure starts here! 
The 𝗦𝘁𝗼𝗿𝗺𝗞𝗶𝗻𝗴® Edition Tobacco Captain Boot.",https://twitter.com/ThursdayBootCo/status/1666877753633669151/analytics
Goodnight  Dreaming of a  —v 5.3 release soon.,https://twitter.com/DeRosaDesigns/status/1701772720730435748
Knight,https://twitter.com/Magicianug/status/1701532572289994877
"""Hello there. What's your name?""",https://twitter.com/Caelitus_/status/1703197345796538596
"""8 faces of Niji - a prompt in different styles """,https://twitter.com/KIAI4RT/status/1704417828554645508
Avoid the Syphonfields.,https://twitter.com/TArbalest/status/1703082935857897686
"LIGHTING IN MIDJOURNEY 

- Low-Light Photography
- Twilight Photography
- Golden Hour Photography
- Blue Hour Photography
- Studio Photography
- Daylight Photography
- Natural Light
- Neon Light

Note: As with everything related to AI, they may not work. It really depends on your… Show more",https://twitter.com/ciguleva/status/1704616084551434407
Lost in City,https://twitter.com/Shiv_Dwiv/status/1703249920709312846
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1704497874514383094
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1704259823624130974
Fantasy Island,https://twitter.com/sharonmawbry/status/1703046656948682762
"One of my pics got reposted outside the AI community (Which was awesome!).  This gained me my first hater.  Likely not the last but haters are engagements and those never hurt so this is me loving my haters. 
     … Show more",https://twitter.com/IllariyanAI/status/1704792415280779532
Vibes like that,https://twitter.com/Frederic_gregos/status/1703552464576798847
"Truth is, Midjourney got cocky - it took them too long to realize that they weren't ahead as much as they thought, despite everyone warning them. They better react FAST.",https://twitter.com/LaodisOfficial/status/1704600782799032656
"Going to compare Midjourney outputs for these prompts. It's a biased comparison since these prompts were selected to look good for DALL·E 3, but I wanted to see the difference! Here's the first:",https://twitter.com/bio_bootloader/status/1704549892004397391
"Strong tokens in MidJourney. 

There are some tokens that carry more weight and are more influential than others. Discover these tokens and you'll be able to control the result you're looking for with fewer iterations. 

Two great tokens for photorealism are cinematic + 35mm.… Show more",https://twitter.com/prompt_mastery/status/1702658942348697961
Midnight roamer,https://twitter.com/asmrbirdie/status/1703325981090644052
"Ok , I’m enjoying these prompt variants too much!",https://twitter.com/OrctonAI/status/1704490568087122048
"""My boss thinks I'm an AI genius, (I'm not) it's because I read The Deep View (and he has no idea it exists.)"" 
-Deep View Reader",https://twitter.com/theDeepView/status/1702288836188143893/analytics
"My Works 

As a Batman fan, I'm having amazing times thanks to 

 team & community, 
So many great achievements",https://twitter.com/edizkan_/status/1702747918204039235
"Easy Minimal Compositions in 

Found a gem this morning while getting ready! The foundation is fairly short so that you can spin it in many directions.

Minimal Composition, cinematic dynamic lighting, muted colors --ar 21:9 --style raw --c 10",https://twitter.com/iamneubert/status/1703785995794260281
"Great morning!
Some days can feel like a struggle just to get up.  Believe you can do it, whatever it is.  I believe in you too.",https://twitter.com/beholdersai/status/1704497083162501411
"Angled shot but less pronounced, seems to be the best tradeoff.",https://twitter.com/DMJeffChronicle/status/1704550063312105534
Pink kitty,https://twitter.com/LousheMinna/status/1703741231057236263
"I hope that in the case of 

, 

 and 

 all the conversations that the developers of Stable Diffusion and Midjourney had on discord are taken into account",https://twitter.com/NecroKuma3/status/1704648615400988948
Forest Bridge...,https://twitter.com/EhteshamHayat/status/1704205173386793016
Winged whispers during a coffee break.,https://twitter.com/koldo2k/status/1702215059978522880
How's Your Day Going? Finished Work Yet?!,https://twitter.com/ai_altdims/status/1704178540089069742
"Wishing everyone a very Shubh Ganesh Chaturthi. May the Vighnaharta bless you all with his auspicious grace.

Here is a compilation of several artistic techniques to render Shree Ganesha in Midjourney AI by me.

Enjoy.",https://twitter.com/MumukshuSavitri/status/1703827416144322763
Future trees,https://twitter.com/pastpassengers/status/1704557301300904302
"GM friends!

Kicking off an exciting new series made with Midjourney.

Crafting these 350+ images has been a magical creative journey.

Thank you for all the likes & support so far.

Your encouragement inspires me to keep creating.

Have a beautiful day!",https://twitter.com/dark3web1/status/1704012446896136318
a dozen no-face ghosts offering candy to chihiro               https://instagr.am/p/Cxb3tbdocD4/,https://twitter.com/mjmasterpieces/status/1704670295443865721
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1703776688205955272
"What if remarkable architectures were built from bamboo? In this series of AI-generated images, Carlos Bañon Blazquez explores whether bamboo could be the key to a more regenerative and harmonious future. Can you name them all?

 … Show more",https://twitter.com/parametricarch/status/1701960319982067897
GOoD MorNinG! What's For BreakFast??,https://twitter.com/ai_altdims/status/1704027544406700322
Good morning! Have a wonderful week ahead,https://twitter.com/cap_booya73/status/1703670312045269288
"Wishing you all a wonderful late summer evening!  

May your night be filled with tranquility, and your dreams be a reflection of the happiness you bring to my life.",https://twitter.com/MidjourneyChris/status/1704577672557301865
"Queen

So many sacrifices have made me great, so lonely and lonely that nothing can fill me",https://twitter.com/Doonbo_artist/status/1703392241467994398
One more before bed!,https://twitter.com/fifty7fifty7/status/1704475089117515882
"Midjourney Office Hours 9.20.23

A quick recap.

Website
- will launch in 2 phases
- Phase 1: ability to view, search etc. of your own images
- Phase 2: will have image creation and social features

Updates to v5 (v5.3?)
- personalization - will help you make what you want… Show more",https://twitter.com/saana_ai/status/1704580546737946664
"AI does create some beautiful artwork with such little effort. 

I call this one “Armed Robber”. 

Like and follow for more beautiful pieces.",https://twitter.com/AIDGAF69420/status/1704682070612582815
"How to create endless stunning artistic images with Midjourney?

Here is a template to generate numerous unique and artistic prompts using ChatGPT, Claude, or any LLM:

""Imagine you are an expert prompt creator for a text-to-image tool that accepts prompts under 30 words.… Show more",https://twitter.com/umesh_ai/status/1704129497191395459
"Good morning legends 
""Pacific Coast "" 

Made with Midjourney
Prompt  Alt",https://twitter.com/hugovntr/status/1704737549590184170
"""When Mother Nature and Father Time unite, Pollution and Poverty must retreat!   """,https://twitter.com/Noobster_AI/status/1703321352265167189
Prompt by,https://twitter.com/sharonmawbry/status/1704553943848591774
Flowers for you !,https://twitter.com/sharonmawbry/status/1704463405417943544
"Midjourney is the best text-to-image generation tool.

But it has a monthly subscription fee of $20.

Here are 10 Free AI Art Generator you can't afford to miss 

[Bookmark now ]",https://twitter.com/CodeWithNayeem/status/1703726032174674353
"“The ocean stirs the heart, inspires the imagination and brings eternal joy to the soul.”
~ Robert Wyland

Made with Midjourney, Runway and Canva",https://twitter.com/DailyArtTrends/status/1704225877783986452
"BASIC COLOR PALETTES IN MIDJOURNEY

I often use specific colors, but sometimes, especially in the research stage, I use basic color palette tokens:
- Monochromatic
- Warm
- Cool
- Neutral
- Earth-Tone
- Vintage
- Pastel
- Muted

Note: As with everything related to AI, they may… Show more",https://twitter.com/ciguleva/status/1703575095158174140
"Amazing new Camera movements by 

 !

Try these parameters in your prompts:
-camera zoom in/out
-camera pan left/right/up/down
-camera rotate cw/acw",https://twitter.com/MatanCohenGrumi/status/1703848433386185073
"""Cyber Assassins""",https://twitter.com/KIAI4RT/status/1704446332700680239
"Good morning, X!",https://twitter.com/Tazibao22/status/1704359983637495900
"How can AI assist in customizing architectural concepts based on specific cultural, geographical, or demographic needs of a region?

PAACADEMY’s “Midjourney Architecture 4.0” workshop will focus on developing technical and practical skill sets in using AI for architecture. The… Show more",https://twitter.com/parametricarch/status/1704077191259058346
"Here's ""The biker"" (portrait format), my submission for the PARIS 2024 open call. 
 
I'd tag my friends:",https://twitter.com/Tazibao22/status/1704553823669207387
"Good morning legends 
""Tech is every-wear"" 

Made with Midjourney
Prompt  Alt",https://twitter.com/hugovntr/status/1704382863242649601
It truly is the best medicine.  It’s also contagious.,https://twitter.com/jinx_aiart/status/1704274969255985311
"Same prompt in Midjourney. MJ has more detailed mechanics, but Nijijourney has a better-looking face.",https://twitter.com/BittersweetAo3/status/1703438967650099364
"Yesterday I shared a Midjourney prompt to generate ideas for your app interface.

But the interfaces generated usually contain lots of graphics and images - which is not always suitable.

Use this prompt instead if you want a cleaner, simpler design:

modern ios ui/ux design of a… Show more",https://twitter.com/chaseleantj/status/1704099305068601451
Tattered,https://twitter.com/Magicianug/status/1704532576499900821
"Sitting on a Pink Cloud: A Dreamy Escape 

Huge thanks to my new friend, Miss 

, for the tags and inspiration!  Here's my contribution, where I found comfort in the serene embrace of a pink cloud.",https://twitter.com/PassDReaffer/status/1704298134262730911
"ready to create stunning AI-powered art? use my referral code with 

 for premium access!",https://twitter.com/ximena_anime10/status/1704075498391834718
"Digital art storytelling is another way to tell a story is by using animation, thanks to  I can.               . 
!  https://vm.tiktok.com/ZGJW4KmnP/",https://twitter.com/tismyart/status/1703031750081790158
"Secret Sight

My augmented vision unveils the city's secrets.",https://twitter.com/AethericaArt/status/1704515048557748324
"Maize Planting Season

          Senator Gloria Orwoba Midjourney Rachel Ruto  Goldman Sachs What God

Luqmepixel
© Brandpreneur",https://twitter.com/luqmane1/status/1704779473629962428
"Thank you for tagging me! 

 

Theme: white/gray haired character

I will tag",https://twitter.com/oAlpSCjGzJFE8bp/status/1703331035273171198
"GM Happy Wednesday!

Another AI generated cute BEANZ girl with 

 ‘s adorable beanz! Next one would be 

 ‘s 

Drop your BEANZ below if you want me to try its AI version for you",https://twitter.com/schumichou/status/1704342188572950908
"Artificial General Intelligence or  in simple terms:

AI today is like a toolbox with specific tools.

 For example,  generates text and  creates images. 

But AGI is the dream of making AI versatile enough to handle all kinds of tasks, like humans do.",https://twitter.com/AnujDTech/status/1702988579654492660
"Cuando el robot se pone sentimental
When the robot gets sentimental",https://twitter.com/V3rtebral/status/1702394602685181969
"Midweek - Time to take a moment to breathe and dream. 

   

https://tiktok.com/t/ZT8j6HCNM/",https://twitter.com/TheRezmyra/status/1701998592574083408
"Prompt Share | in ALT. 

Good morning, friends. 
Let's go to work for the last day of the week with one of the fantasy trains I got here. Choose the one you like and get on board. 

Today morning after drinking coffee of course, I blended some 9 prompts and found 3 new ones… Show more",https://twitter.com/ShahHossain/status/1704769057910648962
It's wild seeing an established tabletop game company raise over $1 mil for their current campaign that is actively using AI/midjourney art,https://twitter.com/AlmostKirk/status/1702081638027735398
"DALL-E 3 with ChatGPT.  

It's pretty obvious, some revolutionary features are just around the corner, and this could be a sad end for Midjourney and others.",https://twitter.com/yavuzhankutuk/status/1704726428435005779
"Symmetry & Calm 

Fully AI-generated with Midjourney. Upscaled, sharpened and edited in Photoshop",https://twitter.com/MikeHindle/status/1702675329553166522
"The flood is coming

I’m going to show y’all how great I am!",https://twitter.com/StringGawd215/status/1701308047807664543
...feel strange tonight...,https://twitter.com/PedronoSandrine/status/1704642741148196942
new terraforming mars kickstarter campaign raised over $1M yet they're using midjourney??? can someone please make it make sense?,https://twitter.com/brennanoonan/status/1701974604464755192
magic,https://twitter.com/sunouku/status/1703720896572371019
"My Luigi disguise for a Special Olympics fundraising event this past weekend. Nine of us managed to pull a NASA Gulfstream 2 airplane by a thick rope, was a lot fun. We also printed a 

 render to advertise the event to our customers, who generously donated.",https://twitter.com/CurArchTrack/status/1704338731715707148
"Another ""from above VS from below"" try. ;P
This time even with camera angle changes, the details of characters are great. I like them.",https://twitter.com/posorom/status/1703960943120560306
"Epic Prompt Battle 

Beautiful Disaster or Hope... Finding the light and beauty when everything else is lost.

$25 prize to the winner!

Share your art below",https://twitter.com/HelloUncut/status/1701711741556515011
This is only the beginning,https://twitter.com/HoHoHo420Santa/status/1704683880467566595
"The dude is ready to f*ck you all up! 

Which one is your favorite? 

AI Tool: MidJourney
Exp Prompts: Anime male, cartoon style, ruins in background, blue hair, armed, tattooed, Front view,…",https://twitter.com/Enthusiasm_NFT/status/1703021587224465665
"Side-by-sides of DALL•E 3 and Midjourney

Since Midjourney currently doesn't support text (that's coming in the v6 update) I removed the text call-outs from the prompt when running in MJ.

Here's 7 comparisons:",https://twitter.com/nickfloats/status/1704592748303827276
"Do You Like Horror and Mystery?

Grab these 144 Mysterious Liminal Places Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'MYSTERY'
3. Follow me 

  

Must follow or can't DM   

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1702781915336417720
"Discover the power within you!  Your purpose is your superpower.

  Join the movement, share your story, inspire change, and be part of something bigger!

Customize your world with us:
https://shorturl.at/joMO3",https://twitter.com/berrystamphq/status/1704594550088474951
