prompt,link
"MIDJOURNEY PROMPT ALERT!

PROMPT: [SUBJECT] in the essence of dan flavin, [COLOR].

HINT: You can add subject as LIBRARY, DINING HALL, DRAWING ROOM, INTERIORS, etc.

- Share your amazing creations.",https://twitter.com/IdreesAlamm/status/1703107600878080335
"I asked Midjourney it would look like if a bunch of companies had their own pair of Nike Jordans. 

Here are the results, the amazon ones are absolute",https://twitter.com/AIwithKieran/status/1701710605927747639
"""I wanted to learn about AI. My referred me to The Deep View. and it's been the best newsletter I've ever subscribed to. 10000% recommend!""

 -DV Reader",https://twitter.com/theDeepView/status/1690296817643311104/analytics
"If you need a polished app icon, try this Midjourney prompt.

It could save you both time and money.

Prompt: square modern ios app logo design of a [type of app], ios app icon, simple ui, flat design, white background

There are 3 key elements to the prompt:

1. [type of app]… Show more",https://twitter.com/chaseleantj/status/1703381246586569067
Mindfoldness,https://twitter.com/SopmacArt/status/1703230787489853678
"Nice Niji prompt 

Good morning everyone 

Those who follow me know that I’m a huge fan of the niji model from Midjourney. In my opinion it’s way more exciting than the ordinary one. And it’s capable of much more than just anime, even though that’s my favourite part of it.… Show more",https://twitter.com/_simensen/status/1702941253204103590
"""I'm fine""",https://twitter.com/matifrackowiak/status/1703381788024848826
"[tranquillity]

images generated in midjourney and videos generated with",https://twitter.com/juliewdesign_/status/1702424767553585516
Midnight roamer,https://twitter.com/asmrbirdie/status/1703325981090644052
Summon,https://twitter.com/Magicianug/status/1701189672280752438
Art peeked from Midjourney's Community showcase. Prompt for each image is in ALT.,https://twitter.com/0xpeepMJ/status/1703150562252918938
"CONTROL THE COMPOSITION IN MIDJOURNEY WITH VISUAL BALANCE

Other tokens I use to get a particular composition:
- Asymmetrical
- Symmetrical
- Radial

I spent a couple of years in art school, so I got the idea of these tokens from lessons about visual composition.

Note: As with… Show more",https://twitter.com/ciguleva/status/1703276532721156489
Lost in City,https://twitter.com/Shiv_Dwiv/status/1703249920709312846
"PROMPTING IN MIDJOURNEY

Recently, I participated in the competition from Hive3.
Spoiler: I didn't win, but it wasn't the goal. I challenged myself to recreate the apparel style as close to the example as possible.

Let's dive into creating the prompt step by step.",https://twitter.com/ciguleva/status/1702932652658192624
"Bonjour tout le monde 
Good morning everyone",https://twitter.com/MathisYanis/status/1703302768738418862
"With this smile i end my day 
I wish you a good night / day and sweet dreams",https://twitter.com/KIAI4RT/status/1703094658572698027
"""Summer fun""",https://twitter.com/KIAI4RT/status/1703315964710760803
"from an older work:

photorealistic, a beautiful chinese woman wearing a high detailed Cheongsam, sitting on a bed, romantic mood, beautiful cinematic lighting --ar 2:3 --s 1000 --style raw",https://twitter.com/KIAI4RT/status/1703392932336750700
Firefly,https://twitter.com/Magicianug/status/1701596407571042529
me trying to explain midjourney:,https://twitter.com/DavidSHolz/status/1702074609666072665
Avoid the Syphonfields.,https://twitter.com/TArbalest/status/1703082935857897686
I already miss the summer. Good night,https://twitter.com/maxim_wcg/status/1703114023498399915
Boys in Bathrooms,https://twitter.com/ViiiFf33713/status/1703359130281337131
- Mother and Daughter -,https://twitter.com/PepengPayatAI/status/1703041579680923718
Mask,https://twitter.com/Magicianug/status/1700808249744953610
Knight,https://twitter.com/Magicianug/status/1700347254102696269
Good night! I hope you enjoy your evening.,https://twitter.com/jinx_aiart/status/1703204849943236778
Bright yellow,https://twitter.com/Magicianug/status/1700860749021847598
"MIDJOURNEY PROMPT ALERT!

PROMPT: a close-up of a dew drop on a [SUBJECT], extremely detailed, extreme minimalism, empty space.

- Share your beautiful creations.",https://twitter.com/IdreesAlamm/status/1701295214655418657
"In my last post, I shared how you can easily add your products to a Midjourney scene

Many of you reached out wanting to see the full… Show more",https://twitter.com/Salmaaboukarr/status/1702672310434422991
"SUNO + CHATGPT + MIDJOURNEY

1- I asked ChatGPT to translate Stephan Zweig's fabulous Nouvelle book ""letter from an unknown woman"" into a 4-sentence song
2- I used the SUNO 

  tool on discord by entering the text that chatgpt generated for me as well as the music style… Show more",https://twitter.com/_AtelierSG_/status/1700454544558186568
Embracing the magic of Midjourney art.,https://twitter.com/fenlandcrafts/status/1702277083966116169
Spade,https://twitter.com/Magicianug/status/1701596647615316417
"30 AI tools that can replace your team of 17 people:

1. Research

- ChatGPT
- Perplexity

2. Image

- Leap AI
- Segmind
- Midjourney

3. CopyWriting

- Rytr
- AdCopy
- Copy AI

4. Writing

- Jasper
- Writesonic
- Hemingway

5. Website

- 10Web
- Style AI

6. Video

- Klap
-… Show more",https://twitter.com/HeyAbhishekk/status/1701828782192234602
「RainbowNight」,https://twitter.com/tsukuyomi2021/status/1703048844064546885
"Here's my AI creation of the week using Midjourney, Gen-2 and Pika Labs. Still working on it",https://twitter.com/DavidmComfort/status/1701071234489090524
"Do You Love Japan?  

Grab these 143 Surreal Japanese Illustration Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'JAPAN'
3. Follow me 

  

Must follow or can't DM  

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1703144265658884285
Tranquility,https://twitter.com/sharonmawbry/status/1703097649732145296
nowhere,https://twitter.com/Soorodesign/status/1703360821303149048
"100% AI-Generated. About to record a new tutorial about pulling maximum quality from 

. Their recent improvements have been an absolute game-changer for AI filmmakers.",https://twitter.com/CuriousRefuge/status/1702076158421225957
"Pieces of you, breaking away.",https://twitter.com/Caelitus_/status/1700949141134700921
Fantasy Island,https://twitter.com/sharonmawbry/status/1703046656948682762
Midjourney is really out of this world!,https://twitter.com/Dreamswillbreal/status/1701709799602475411
"Drawing of a Beautiful Magical Girl 

Redbubble: https://redbubble.com/shop/ap/152297223…",https://twitter.com/KireiCanvas/status/1703030582169456994
Good evening,https://twitter.com/sharonmawbry/status/1700944535646343473
"Using http://v0.dev to build this whole room chat interface in minutes. AND dive into every component and interaction to polish.
.

 really delivered Midjourney for UI. 
.
Crazy future! https://v0.dev/r/swunP7t",https://twitter.com/chunonline/status/1702455473612427446
"Celebrating 11K followers with a bang! 

Introducing my second trailer 'The Expedition', a mind-blowing story crafted using 

 clips from MidJourney images and edited with CapCut.

Hope you enjoy it!",https://twitter.com/techhalla/status/1702337415237775557
You really should have paid for that train ticket.,https://twitter.com/Caelitus_/status/1702449673603060105
"Sunny sunday, almost 30 degrees, so...",https://twitter.com/cap_booya73/status/1703356091268989019
Warriors Glow,https://twitter.com/ai_altdims/status/1702282509445103721
