prompt,link
Celebrating 100 years of Star Wars,https://twitter.com/douggypledger/status/1705180699236413538
"100 years of Star Wars (with Midjourney and Pika Labs)

[ douggypledger]",https://twitter.com/Rainmaker1973/status/1705298030335803528
One day boys!! One day,https://twitter.com/CryptoGiggle/status/1702004714206847470/photo/1
"The Ultimate Midjourney Cheat Sheet 

When I first started with Midjourney, the

image results never met my expectations.. 

I therefore spent 20+ hours going through their

full documentation and crafted this 

Midjourney Prompt Generator

For 48hrs its 100% FREE!

To get it,… Show more",https://twitter.com/samuraipreneur/status/1705489058636374142
"Tribute to Keith
made with Midjourney and Runway",https://twitter.com/SandyDamb/status/1704962729256091658
"As time goes by…
Sweet dreams",https://twitter.com/sharonmawbry/status/1705678079941620221
Test with Style (Manga / Comic drawing) and color change,https://twitter.com/KIAI4RT/status/1705631164029935882
Guess who I am?,https://twitter.com/refindai/status/1705641507246731700
Tattered,https://twitter.com/Magicianug/status/1704532576499900821
"""Kerra's beach day""",https://twitter.com/KIAI4RT/status/1705501905412141089
I will eat you!,https://twitter.com/AI_SpotHub/status/1705645868190146733
"Morning, everybody!

Happy Friday! Does anyone else have any PRETTY LADIES to share?",https://twitter.com/matterAfactART/status/1705231576588501191
A Happy Weekend！,https://twitter.com/club_kab/status/1703388194845475233/analytics
Of water and plastic,https://twitter.com/HypsenV/status/1705644853835538809
"Created a Star Wars concept film using Pika Labs and Midjourney in just a few hours. It's wild how easy it is to animate the scene using these tools.

-Curious_Refuge",https://twitter.com/The_DailyAi/status/1704468700085235917
Angels of this world,https://twitter.com/EvropaXIV/status/1703896737327317464
Hello,https://twitter.com/cap_booya73/status/1704901333952675887
I already miss the summer. Good night,https://twitter.com/maxim_wcg/status/1703114023498399915
"Towards a new future in architecture - Runway Gen2

                  … Show more",https://twitter.com/Futuro_Fantasy/status/1705637601196081457
Hunter,https://twitter.com/Magicianug/status/1704533046391873750
"Dungeon masters, would you use that map in one of your games? 

Is the Resolution high enough?
Is the perspective OK?
Is the Arstyle appropriate?
Do you prefer with or without a grid?",https://twitter.com/DMJeffChronicle/status/1703874065650389069
"[Prompt Reveal]

“Hyphae” 

The long, branching filaments of which the mycelium of a fungus is formed.

Try it! Prompt in Alt.",https://twitter.com/DeRosaDesigns/status/1705662139397030097
"Ever wondered how NFS Most Wanted would look as a digital art masterpiece? 

Used Midjourney to create this video. The nostalgia is real! 

Full video here: https://youtu.be/Mc43d_vjTsg?si=Ysg5WRh9UaS5tKuL…",https://twitter.com/BroadcasterBold/status/1705601819773383080
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1705710633369665725
"How to create high quality stock photos with Midjourney?

All you need is better prompts for your requirement and you are done.

ChatGPT(or any LLM) helps creating such prompts easily. You just ask with the following template.

'''
Imagine you are an expert prompt creator for a… Show more",https://twitter.com/umesh_ai/status/1703680643023172035
"With this smile, I end my day
I wish you a beautiful night / day and sweet dreams",https://twitter.com/KIAI4RT/status/1705646963755004280
"Good morning champions 
""Modern world"" 

Made with Midjourney
Prompt  Alt",https://twitter.com/hugovntr/status/1705462645845840059
